Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71926891,4,"Tuesday, January 22, 2013 17:58:41 UTC",38.7930,-122.7692,2.9,4.10,88,"Northern California"
us,b000esrf,6,"Tuesday, January 22, 2013 17:07:17 UTC",-20.0880,-69.3530,4.1,84.20, 0,"Tarapaca, Chile"
ci,15276449,2,"Tuesday, January 22, 2013 16:59:07 UTC",35.1420,-118.4038,1.2,0.00,14,"Central California"
ak,10642862,3,"Tuesday, January 22, 2013 16:38:45 UTC",55.6254,-135.1599,3.6,15.80,30,"off the coast of Southeastern Alaska"
ak,10645006,2,"Tuesday, January 22, 2013 16:13:24 UTC",54.4741,-161.5621,2.2,25.60,11,"Alaska Peninsula"
ak,10645005,2,"Tuesday, January 22, 2013 16:10:17 UTC",63.0848,-150.4122,1.3,106.90,21,"Central Alaska"
ak,10645004,2,"Tuesday, January 22, 2013 16:06:44 UTC",63.2608,-150.6697,1.4,122.20,22,"Central Alaska"
hv,60456741,1,"Tuesday, January 22, 2013 15:59:13 UTC",19.4227,-155.4017,2.0,7.80,26,"Island of Hawaii, Hawaii"
nc,71927581,2,"Tuesday, January 22, 2013 15:57:44 UTC",37.7160,-119.4212,1.3,16.70,12,"Central California"
us,2013ksam,4,"Tuesday, January 22, 2013 15:49:24 UTC",34.1382,80.1793,4.0,47.00,13,"western Xizang"
ak,10642837,2,"Tuesday, January 22, 2013 15:35:20 UTC",51.8139,-174.5105,3.2,41.70,32,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10642830,2,"Tuesday, January 22, 2013 15:17:24 UTC",63.4846,-150.8976,1.1,14.90,17,"Central Alaska"
us,b000esq0,A,"Tuesday, January 22, 2013 15:09:22 UTC",36.3282,68.8414,5.2,51.70,148,"Hindu Kush region, Afghanistan"
nc,71926826,2,"Tuesday, January 22, 2013 15:07:57 UTC",38.4915,-122.7205,1.3,4.40,13,"Northern California"
ak,10645000,2,"Tuesday, January 22, 2013 14:34:56 UTC",63.4742,-146.6430,1.1,14.70,21,"Central Alaska"
uw,60496432,2,"Tuesday, January 22, 2013 14:24:19 UTC",45.5687,-121.7733,1.3,0.00,13,"Oregon"
ak,10644999,2,"Tuesday, January 22, 2013 13:58:31 UTC",55.2415,-134.5828,2.6,20.00,11,"Southeastern Alaska"
nc,71926791,0,"Tuesday, January 22, 2013 13:56:36 UTC",38.8178,-122.7908,1.2,3.60,18,"Northern California"
uw,60496427,2,"Tuesday, January 22, 2013 13:56:07 UTC",47.2943,-122.4445,1.0,20.40,35,"Seattle-Tacoma urban area, Washington"
us,b000esns,7,"Tuesday, January 22, 2013 13:29:22 UTC",44.4937,140.9414,4.9,232.20,459,"eastern Sea of Japan"
ci,15276425,2,"Tuesday, January 22, 2013 13:19:09 UTC",32.9035,-116.2568,1.3,9.10,45,"Southern California"
hv,60456681,1,"Tuesday, January 22, 2013 13:11:40 UTC",19.3690,-155.2320,1.7,3.50,17,"Island of Hawaii, Hawaii"
ak,10642798,3,"Tuesday, January 22, 2013 12:55:57 UTC",60.6926,-151.9726,1.9,82.70,29,"Kenai Peninsula, Alaska"
us,b000esnh,5,"Tuesday, January 22, 2013 12:54:04 UTC",39.6648,142.9445,4.5,33.00,44,"near the east coast of Honshu, Japan"
ak,10642800,3,"Tuesday, January 22, 2013 12:46:54 UTC",61.5633,-148.4531,1.0,18.40,15,"Southern Alaska"
ak,10642795,2,"Tuesday, January 22, 2013 12:45:27 UTC",52.1107,-176.1048,2.0,127.00,21,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71926766,5,"Tuesday, January 22, 2013 12:45:02 UTC",37.6542,-119.4262,2.5,25.50,47,"Central California"
ak,10644995,2,"Tuesday, January 22, 2013 12:44:06 UTC",63.1702,-150.7931,1.4,127.10,26,"Central Alaska"
ci,15276385,2,"Tuesday, January 22, 2013 11:37:50 UTC",32.1987,-115.2757,2.4,0.00,20,"Baja California, Mexico"
nc,71069274,2,"Tuesday, January 22, 2013 11:22:33 UTC",35.7212,-121.0777,1.3,6.30,17,"Central California"
ak,10642777,2,"Tuesday, January 22, 2013 11:22:18 UTC",60.8516,-151.6654,2.6,74.30,54,"Kenai Peninsula, Alaska"
ak,10642776,2,"Tuesday, January 22, 2013 11:16:03 UTC",51.5427,-178.4877,2.0,7.60,15,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10642774,2,"Tuesday, January 22, 2013 11:15:02 UTC",64.4324,-149.5180,1.0,9.00,21,"Central Alaska"
us,b000esmf,8,"Tuesday, January 22, 2013 11:12:22 UTC",33.3657,48.5250,4.8,49.80,90,"western Iran"
ak,10644990,2,"Tuesday, January 22, 2013 11:10:15 UTC",52.7174,-164.0033,2.8,25.30,10,"south of Alaska"
ci,15276369,2,"Tuesday, January 22, 2013 11:06:49 UTC",32.3390,-115.2047,2.1,0.00,16,"Baja California, Mexico"
ci,15276361,5,"Tuesday, January 22, 2013 10:54:55 UTC",35.5617,-118.5325,1.4,2.00,19,"Central California"
us,b000esm3,4,"Tuesday, January 22, 2013 10:43:11 UTC",39.4774,73.0416,4.7,56.60,26,"Kyrgyzstan"
ci,15276353,0,"Tuesday, January 22, 2013 10:40:18 UTC",33.0250,-116.4425,1.8,5.00,87,"Southern California"
hv,60456611,4,"Tuesday, January 22, 2013 10:40:07 UTC",18.9817,-155.3678,1.6,29.80,37,"Hawaii region, Hawaii"
uw,60496402,1,"Tuesday, January 22, 2013 10:26:36 UTC",41.5487,-124.9720,2.4,5.00, 8,"offshore Northern California"
ak,10642764,2,"Tuesday, January 22, 2013 10:26:12 UTC",62.1897,-151.0078,1.8,71.30,42,"Central Alaska"
us,b000esln,6,"Tuesday, January 22, 2013 10:24:23 UTC",-25.4691,-68.8237,4.4,99.90,98,"Atacama, Chile"
ci,15276345,0,"Tuesday, January 22, 2013 10:20:23 UTC",35.5678,-118.5248,1.9,0.10,31,"Central California"
nn,00400366,9,"Tuesday, January 22, 2013 10:12:13 UTC",38.1547,-117.9946,1.3,9.80,10,"Nevada"
nc,71926731,3,"Tuesday, January 22, 2013 10:11:58 UTC",35.6612,-121.0893,1.8,5.70,67,"Central California"
nc,71926736,2,"Tuesday, January 22, 2013 10:10:59 UTC",36.0038,-120.5677,1.1,3.70,38,"Central California"
ak,10642758,2,"Tuesday, January 22, 2013 10:07:09 UTC",51.6117,-178.4058,2.1,11.90,21,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10642757,2,"Tuesday, January 22, 2013 09:51:41 UTC",51.5982,-178.3653,2.0,6.90,19,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10644986,2,"Tuesday, January 22, 2013 09:49:58 UTC",60.0824,-152.8910,2.1,116.00,31,"Southern Alaska"
nc,71926721,1,"Tuesday, January 22, 2013 09:37:40 UTC",38.7962,-122.8045,1.3,3.10,24,"Northern California"
uu,60011017,2,"Tuesday, January 22, 2013 09:32:02 UTC",39.7022,-110.7240,1.6,3.00, 8,"Utah"
nc,71926711,5,"Tuesday, January 22, 2013 09:25:58 UTC",36.5475,-121.1315,1.3,8.70,30,"Central California"
ak,10642746,2,"Tuesday, January 22, 2013 09:11:19 UTC",59.6165,-152.4702,2.8,64.60,76,"Southern Alaska"
ak,10642744,2,"Tuesday, January 22, 2013 08:53:06 UTC",51.5555,-178.4409,2.1,10.50,21,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10642742,2,"Tuesday, January 22, 2013 08:44:04 UTC",51.5291,-178.4440,2.5,3.50,24,"Andreanof Islands, Aleutian Islands, Alaska"
us,b000esl6,9,"Tuesday, January 22, 2013 08:40:51 UTC",-61.3005,154.0607,5.3,10.00,103,"Balleny Islands region"
nc,71926696,2,"Tuesday, January 22, 2013 08:37:50 UTC",35.4692,-120.7842,1.2,4.10,30,"Central California"
uu,60011012,5,"Tuesday, January 22, 2013 08:11:31 UTC",44.7563,-111.2203,1.2,14.50,15,"western Montana"
ak,10644982,2,"Tuesday, January 22, 2013 08:09:51 UTC",64.8539,-147.4550,1.6,13.10,18,"Central Alaska"
ak,10642737,3,"Tuesday, January 22, 2013 08:06:16 UTC",51.6006,-178.4759,2.2,13.10,19,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10642730,2,"Tuesday, January 22, 2013 07:43:08 UTC",51.4362,-178.1718,1.7,13.10,22,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10642731,2,"Tuesday, January 22, 2013 07:41:24 UTC",64.1296,-150.1700,1.6,1.00,11,"Central Alaska"
uw,60496282,2,"Tuesday, January 22, 2013 07:36:36 UTC",47.3367,-120.0225,1.6,4.60,21,"Washington"
us,b000esku,8,"Tuesday, January 22, 2013 07:29:30 UTC",-16.4985,-173.9136,4.8,101.80,224,"Tonga"
ak,10644978,2,"Tuesday, January 22, 2013 07:23:19 UTC",63.2111,-150.5279,1.3,118.90,16,"Central Alaska"
pr,13022001,0,"Tuesday, January 22, 2013 07:01:33 UTC",18.3045,-65.6244,3.0,110.00, 5,"Puerto Rico region"
ak,10642725,2,"Tuesday, January 22, 2013 07:00:19 UTC",51.5809,-178.4778,2.0,12.30,22,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10644976,2,"Tuesday, January 22, 2013 06:59:05 UTC",63.4099,-149.7630,1.5,104.40,24,"Central Alaska"
nc,71926636,2,"Tuesday, January 22, 2013 06:59:03 UTC",36.3042,-120.8333,1.4,9.40,18,"Central California"
ci,15276321,0,"Tuesday, January 22, 2013 06:58:07 UTC",32.6622,-115.8007,1.3,9.50,24,"Southern California"
ak,10642722,3,"Tuesday, January 22, 2013 06:56:09 UTC",51.5847,-178.4364,2.1,4.90,20,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10642720,2,"Tuesday, January 22, 2013 06:54:25 UTC",62.9650,-148.0781,1.4,68.40,31,"Central Alaska"
ci,15276313,0,"Tuesday, January 22, 2013 06:38:34 UTC",33.4373,-116.5642,1.3,11.40,51,"Southern California"
ak,10644973,2,"Tuesday, January 22, 2013 06:38:04 UTC",51.5371,-178.4494,2.1,7.80,18,"Andreanof Islands, Aleutian Islands, Alaska"
mb,13578767,2,"Tuesday, January 22, 2013 06:26:35 UTC",45.3778,-112.5981,1.3,10.10, 8,"western Montana"
ak,10642715,2,"Tuesday, January 22, 2013 06:23:29 UTC",63.2492,-151.1331,1.5,8.10,20,"Central Alaska"
nc,71926621,0,"Tuesday, January 22, 2013 06:13:21 UTC",36.9107,-121.0945,1.0,6.70, 7,"Central California"
ci,15276305,2,"Tuesday, January 22, 2013 06:03:50 UTC",32.1947,-115.2518,2.3,0.00,17,"Baja California, Mexico"
ak,10644971,2,"Tuesday, January 22, 2013 06:01:02 UTC",62.3600,-149.0400,1.0,4.60,23,"Central Alaska"
ak,10644970,2,"Tuesday, January 22, 2013 05:56:51 UTC",63.4375,-147.5714,1.3,2.60,21,"Central Alaska"
ak,10644969,2,"Tuesday, January 22, 2013 05:54:47 UTC",55.4698,-134.9481,2.5,20.00,12,"Southeastern Alaska"
nc,71926601,3,"Tuesday, January 22, 2013 05:52:10 UTC",36.6558,-121.2815,2.7,7.30,74,"Central California"
ak,10644968,2,"Tuesday, January 22, 2013 05:40:42 UTC",60.1955,-152.9003,2.0,128.00,29,"Southern Alaska"
ak,10644967,2,"Tuesday, January 22, 2013 05:34:55 UTC",54.4216,-161.4963,1.9,13.20, 9,"Alaska Peninsula"
ak,10642706,2,"Tuesday, January 22, 2013 05:31:47 UTC",59.7137,-136.0693,1.5,10.70,15,"Southeastern Alaska"
ak,10642704,2,"Tuesday, January 22, 2013 05:29:44 UTC",51.5468,-178.4353,3.0,7.80,27,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60011007,3,"Tuesday, January 22, 2013 05:18:54 UTC",41.6318,-112.6277,1.3,4.30,20,"Utah"
hv,60456441,2,"Tuesday, January 22, 2013 05:12:28 UTC",19.4872,-155.6722,2.3,1.60,18,"Island of Hawaii, Hawaii"
ak,10642697,2,"Tuesday, January 22, 2013 05:00:33 UTC",51.5935,-178.4743,2.5,13.10,22,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10644963,2,"Tuesday, January 22, 2013 04:55:10 UTC",62.8885,-150.5564,1.2,88.20,19,"Central Alaska"
ak,10644962,2,"Tuesday, January 22, 2013 04:37:29 UTC",62.9178,-150.5415,1.5,91.70,30,"Central Alaska"
ak,10642689,2,"Tuesday, January 22, 2013 04:29:54 UTC",63.4415,-147.5796,2.8,2.80,63,"Central Alaska"
ci,15276297,0,"Tuesday, January 22, 2013 04:22:46 UTC",34.3372,-116.9355,1.4,5.80,38,"Southern California"
pr,13022000,0,"Tuesday, January 22, 2013 03:48:57 UTC",19.6879,-64.3310,2.9,35.00, 5,"Virgin Islands region"
ak,10644960,2,"Tuesday, January 22, 2013 03:37:54 UTC",62.8634,-150.0224,1.1,80.00,17,"Central Alaska"
ak,10642680,2,"Tuesday, January 22, 2013 03:31:42 UTC",61.4181,-146.7627,1.8,28.10,40,"Southern Alaska"
nn,00400359,9,"Tuesday, January 22, 2013 03:19:20 UTC",37.9130,-118.1790,1.8,0.00,21,"Nevada"
ak,10642674,2,"Tuesday, January 22, 2013 03:17:04 UTC",62.8550,-150.4756,1.7,96.10,40,"Central Alaska"
ak,10644957,2,"Tuesday, January 22, 2013 03:09:19 UTC",63.3706,-151.5089,1.0,0.90,15,"Central Alaska"
ci,15276289,5,"Tuesday, January 22, 2013 03:07:12 UTC",34.0067,-119.2152,2.1,8.20,22,"Channel Islands region, California"
ak,10642668,2,"Tuesday, January 22, 2013 02:58:20 UTC",51.5989,-178.4181,2.6,9.70,20,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71926531,0,"Tuesday, January 22, 2013 02:51:32 UTC",38.7018,-122.8028,1.3,7.10, 9,"Northern California"
ak,10642664,2,"Tuesday, January 22, 2013 02:15:48 UTC",53.6889,-166.4106,2.4,74.30,24,"Fox Islands, Aleutian Islands, Alaska"
ak,10644954,2,"Tuesday, January 22, 2013 02:14:21 UTC",62.4281,-149.6101,1.3,65.00,22,"Central Alaska"
ak,10644953,2,"Tuesday, January 22, 2013 02:11:17 UTC",51.6001,-178.4523,1.8,14.90,15,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10642659,2,"Tuesday, January 22, 2013 02:09:17 UTC",63.9221,-148.9047,1.4,0.00,15,"Central Alaska"
ak,10642658,2,"Tuesday, January 22, 2013 02:00:31 UTC",61.7608,-148.3989,1.0,7.40,25,"Southern Alaska"
ak,10642654,2,"Tuesday, January 22, 2013 01:56:05 UTC",62.7366,-152.0100,1.9,12.20,31,"Central Alaska"
ak,10642653,2,"Tuesday, January 22, 2013 01:42:04 UTC",51.6213,-178.4304,2.4,12.00,16,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10644948,2,"Tuesday, January 22, 2013 01:39:34 UTC",58.3223,-138.1107,2.3,3.40,19,"Southeastern Alaska"
ci,15276273,2,"Tuesday, January 22, 2013 01:38:53 UTC",34.6097,-119.0252,2.5,0.00,62,"Southern California"
ak,10644947,2,"Tuesday, January 22, 2013 01:37:46 UTC",63.5119,-150.8825,1.0,8.80,11,"Central Alaska"
nc,71926521,2,"Tuesday, January 22, 2013 01:31:04 UTC",36.3107,-120.8535,1.7,7.60,41,"Central California"
ak,10642648,3,"Tuesday, January 22, 2013 01:24:17 UTC",51.4176,-174.1540,1.9,0.30,10,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71926506,0,"Tuesday, January 22, 2013 01:21:11 UTC",38.8250,-122.7670,1.1,1.10,10,"Northern California"
ak,10644945,2,"Tuesday, January 22, 2013 01:20:44 UTC",49.9972,179.2628,2.9,10.00,13,"south of the Aleutian Islands"
ak,10642590,2,"Tuesday, January 22, 2013 01:11:02 UTC",51.6417,-178.4214,2.5,18.30,19,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10644943,2,"Tuesday, January 22, 2013 01:08:41 UTC",52.1973,-178.6536,1.9,4.00,14,"Andreanof Islands, Aleutian Islands, Alaska"
uw,60496187,1,"Tuesday, January 22, 2013 01:08:38 UTC",43.8900,-122.9795,1.1,0.00, 9,"Oregon"
nc,71926491,3,"Tuesday, January 22, 2013 01:06:36 UTC",35.6582,-121.0902,2.3,5.20,79,"Central California"
ak,10644942,2,"Tuesday, January 22, 2013 01:00:50 UTC",51.7309,-178.4756,1.7,29.30,13,"Andreanof Islands, Aleutian Islands, Alaska"
hv,60456226,1,"Tuesday, January 22, 2013 00:55:23 UTC",19.4650,-155.3360,2.0,4.40,15,"Island of Hawaii, Hawaii"
nn,00400353,9,"Tuesday, January 22, 2013 00:55:18 UTC",38.1417,-118.0108,1.3,5.00, 7,"Nevada"
ak,10642524,2,"Tuesday, January 22, 2013 00:35:56 UTC",51.5470,-178.1877,2.1,27.40,18,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10642521,3,"Tuesday, January 22, 2013 00:32:51 UTC",51.5877,-178.4120,2.5,4.80,22,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10642519,2,"Tuesday, January 22, 2013 00:31:52 UTC",65.0300,-147.5703,1.1,0.00,14,"northern Alaska"
ak,10642525,2,"Tuesday, January 22, 2013 00:28:58 UTC",51.6348,-178.3929,1.7,4.00,14,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15276233,0,"Tuesday, January 22, 2013 00:23:18 UTC",35.7258,-117.6603,1.5,2.80,29,"Southern California"
ci,15276241,2,"Tuesday, January 22, 2013 00:20:41 UTC",35.0310,-117.6792,1.5,0.00,12,"Southern California"
ak,10642515,2,"Tuesday, January 22, 2013 00:08:50 UTC",51.6276,-178.4571,2.9,13.30,27,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71926481,3,"Tuesday, January 22, 2013 00:05:03 UTC",40.4338,-122.1363,1.4,20.10, 8,"Northern California"
nc,71926476,0,"Monday, January 21, 2013 23:56:00 UTC",36.6515,-121.2722,1.4,5.20,11,"Central California"
ak,10642511,2,"Monday, January 21, 2013 23:54:14 UTC",51.6106,-178.4316,3.3,16.90,29,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15276209,0,"Monday, January 21, 2013 23:26:30 UTC",33.3505,-116.2950,1.3,12.70,73,"Southern California"
ak,10644307,2,"Monday, January 21, 2013 23:26:02 UTC",58.4531,-136.8661,1.7,10.40,13,"Southeastern Alaska"
nc,71926461,0,"Monday, January 21, 2013 23:12:20 UTC",38.8093,-122.8000,1.1,2.10,20,"Northern California"
ak,10642496,2,"Monday, January 21, 2013 23:10:43 UTC",60.3847,-147.7424,2.0,9.90,30,"Southern Alaska"
ak,10642497,2,"Monday, January 21, 2013 23:09:14 UTC",51.5530,-178.4737,2.3,4.80,19,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15276201,0,"Monday, January 21, 2013 23:06:02 UTC",33.2195,-116.0833,1.8,8.30,107,"Southern California"
us,b000eshb,8,"Monday, January 21, 2013 22:48:07 UTC",5.0087,96.0393,4.7,14.40,49,"northern Sumatra, Indonesia"
uw,60496152,2,"Monday, January 21, 2013 22:37:23 UTC",48.0692,-122.8845,1.0,22.80,10,"Puget Sound region, Washington"
us,b000esh7,7,"Monday, January 21, 2013 22:34:58 UTC",-7.6475,-33.9760,5.8,15.10,19,"South Atlantic Ocean"
us,b000esgn,B,"Monday, January 21, 2013 22:22:54 UTC",4.9611,96.0829,5.9,16.60,429,"northern Sumatra, Indonesia"
uw,60496142,2,"Monday, January 21, 2013 22:07:28 UTC",49.4627,-120.5093,1.5,0.00,10,"British Columbia, Canada"
ak,10642473,2,"Monday, January 21, 2013 21:57:59 UTC",51.6002,-178.1074,3.0,13.70,27,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71926416,3,"Monday, January 21, 2013 21:52:41 UTC",38.8003,-122.7855,2.9,0.60,74,"Northern California"
ak,10642465,2,"Monday, January 21, 2013 21:49:57 UTC",51.5240,-178.4330,2.7,3.90,20,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60010982,2,"Monday, January 21, 2013 21:36:33 UTC",37.9630,-112.3815,1.3,2.90,12,"Utah"
uw,60496132,2,"Monday, January 21, 2013 21:11:17 UTC",48.0907,-121.9335,1.0,0.00,14,"Washington"
ak,10642443,2,"Monday, January 21, 2013 21:09:56 UTC",63.5303,-150.8342,2.5,8.40,37,"Central Alaska"
ak,10642432,2,"Monday, January 21, 2013 20:49:22 UTC",60.8998,-146.4481,2.2,15.00,41,"Southern Alaska"
nn,00400325,9,"Monday, January 21, 2013 20:38:32 UTC",39.9710,-118.7773,1.4,0.00, 8,"Nevada"
ak,10644300,2,"Monday, January 21, 2013 20:35:49 UTC",65.8181,-150.9397,1.9,13.00,16,"northern Alaska"
ak,10644298,2,"Monday, January 21, 2013 20:15:39 UTC",55.5908,-135.0226,2.7,20.00,10,"off the coast of Southeastern Alaska"
nc,71926336,4,"Monday, January 21, 2013 20:14:06 UTC",37.4022,-118.4827,1.1,12.80,18,"Central California"
ak,10642409,3,"Monday, January 21, 2013 20:00:16 UTC",62.6873,-149.5300,4.0,65.70,106,"Central Alaska"
mb,13921078,2,"Monday, January 21, 2013 19:53:06 UTC",47.4183,-113.4330,1.5,19.50,20,"western Montana"
us,b000esbm,5,"Monday, January 21, 2013 19:49:02 UTC",30.3641,57.4703,5.3,31.90,129,"eastern Iran"
us,b000esbl,6,"Monday, January 21, 2013 19:46:57 UTC",35.8320,140.8701,4.9,5.70,204,"near the east coast of Honshu, Japan"
ak,10642394,2,"Monday, January 21, 2013 19:21:46 UTC",51.6652,-178.5339,2.8,28.60,23,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10644294,2,"Monday, January 21, 2013 19:21:01 UTC",61.5414,-141.2557,1.4,5.00,15,"Southern Alaska"
pr,13021007,0,"Monday, January 21, 2013 19:17:41 UTC",18.7803,-64.2320,2.2,41.00, 6,"Virgin Islands region"
ak,10642390,2,"Monday, January 21, 2013 19:01:54 UTC",51.5645,-178.4485,2.5,13.00,20,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15276153,2,"Monday, January 21, 2013 18:59:15 UTC",35.0483,-118.3573,1.1,0.00,11,"Southern California"
nc,71926291,0,"Monday, January 21, 2013 18:54:27 UTC",38.8203,-122.7670,1.0,2.20,17,"Northern California"
us,b000esa2,7,"Monday, January 21, 2013 18:32:26 UTC",-4.4449,134.8469,5.4,27.30,66,"near the south coast of Papua, Indonesia"
ak,10644292,2,"Monday, January 21, 2013 18:25:05 UTC",51.1596,179.6641,2.9,3.80,14,"Rat Islands, Aleutian Islands, Alaska"
ak,10642378,3,"Monday, January 21, 2013 18:14:48 UTC",60.3766,-152.1454,2.3,90.10,41,"Southern Alaska"
nc,71926276,0,"Monday, January 21, 2013 18:14:11 UTC",38.7990,-122.7290,1.6,7.20, 9,"Northern California"
ak,10644290,2,"Monday, January 21, 2013 17:58:34 UTC",54.1910,-164.2112,2.4,40.90,23,"Unimak Island region, Alaska"
ci,15276145,0,"Monday, January 21, 2013 17:49:08 UTC",34.9757,-118.5607,1.7,11.60,29,"Central California"
nn,00400305,9,"Monday, January 21, 2013 17:43:17 UTC",38.1556,-118.0087,2.4,8.10,18,"Nevada"
ak,10642367,2,"Monday, January 21, 2013 17:41:17 UTC",51.6027,-178.0592,2.1,4.50,17,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10642365,2,"Monday, January 21, 2013 17:39:44 UTC",51.6095,-178.4576,2.4,17.60,21,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15276129,0,"Monday, January 21, 2013 17:38:50 UTC",34.9767,-118.5553,1.8,7.50,33,"Central California"
nc,71926256,1,"Monday, January 21, 2013 17:33:43 UTC",38.7912,-122.7795,1.4,1.20,27,"Northern California"
ci,15276121,2,"Monday, January 21, 2013 17:24:58 UTC",36.0303,-117.8203,1.7,0.70,19,"Central California"
ak,10642350,2,"Monday, January 21, 2013 17:23:44 UTC",63.2831,-151.4631,2.1,6.70,40,"Central Alaska"
ci,15276105,0,"Monday, January 21, 2013 17:22:16 UTC",33.5997,-116.8168,1.4,10.30,62,"Southern California"
ci,15276097,3,"Monday, January 21, 2013 16:54:50 UTC",32.5493,-115.6543,1.4,12.00,21,"Baja California, Mexico"
nc,71926231,1,"Monday, January 21, 2013 16:50:51 UTC",36.8288,-121.2832,1.9,7.50,33,"Central California"
ak,10644286,2,"Monday, January 21, 2013 16:48:38 UTC",51.5820,-178.4019,2.5,8.30,17,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10642339,2,"Monday, January 21, 2013 16:42:38 UTC",63.5122,-145.9692,1.0,15.40,18,"Central Alaska"
nc,71926216,3,"Monday, January 21, 2013 16:39:15 UTC",38.8228,-122.8118,2.0,3.50,58,"Northern California"
us,2013krah,6,"Monday, January 21, 2013 16:34:19 UTC",53.1350,-166.7986,4.3,44.40,73,"Fox Islands, Aleutian Islands, Alaska"
us,2013krag,6,"Monday, January 21, 2013 16:32:47 UTC",-20.4981,170.6234,4.7,195.50,13,"Vanuatu"
ak,10642332,2,"Monday, January 21, 2013 16:27:17 UTC",61.4241,-146.3645,1.4,21.80,31,"Southern Alaska"
ak,10642331,2,"Monday, January 21, 2013 16:26:40 UTC",51.5990,-178.4612,2.1,17.00,18,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10644281,2,"Monday, January 21, 2013 16:20:08 UTC",52.0532,-178.5925,2.3,3.50,15,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10642328,3,"Monday, January 21, 2013 16:15:11 UTC",51.5920,-178.4391,3.3,3.30,20,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71926186,3,"Monday, January 21, 2013 16:02:47 UTC",37.5385,-118.8638,2.4,8.90,48,"Central California"
ak,10644279,2,"Monday, January 21, 2013 15:47:10 UTC",51.5599,-178.4656,1.8,1.10,13,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15276081,0,"Monday, January 21, 2013 15:34:08 UTC",33.9772,-116.3103,1.2,9.60,36,"Southern California"
nc,71926181,0,"Monday, January 21, 2013 15:25:51 UTC",38.8397,-122.7587,1.2,1.80,18,"Northern California"
ak,10644278,2,"Monday, January 21, 2013 15:21:11 UTC",59.4492,-152.7607,2.1,77.50,33,"Southern Alaska"
ak,10642321,2,"Monday, January 21, 2013 15:11:00 UTC",51.5891,-178.3960,2.5,6.60,15,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71926166,3,"Monday, January 21, 2013 15:07:57 UTC",39.9998,-122.8755,1.5,3.10,12,"Northern California"
ci,15276073,4,"Monday, January 21, 2013 15:05:12 UTC",34.6048,-116.6100,2.1,8.30,89,"Southern California"
ci,15276065,2,"Monday, January 21, 2013 15:00:18 UTC",35.3537,-118.6413,1.8,8.50,28,"Central California"
ak,10644276,2,"Monday, January 21, 2013 14:56:25 UTC",51.6318,-178.5422,1.7,11.20,12,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71926156,3,"Monday, January 21, 2013 14:54:22 UTC",39.5232,-123.3247,2.3,9.80,33,"Northern California"
nc,71926151,2,"Monday, January 21, 2013 14:52:16 UTC",37.5235,-121.7987,1.5,5.30,33,"San Francisco Bay area, California"
ak,10644275,2,"Monday, January 21, 2013 14:48:32 UTC",59.4378,-153.1316,2.2,102.80,35,"Southern Alaska"
mb,13409570,2,"Monday, January 21, 2013 14:38:00 UTC",44.6933,-111.8971,1.4,6.30,23,"western Montana"
ak,10642311,2,"Monday, January 21, 2013 14:36:51 UTC",51.6083,-178.4034,2.5,3.80,18,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10642310,2,"Monday, January 21, 2013 14:15:20 UTC",51.5368,-178.4402,2.6,7.00,22,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15276057,2,"Monday, January 21, 2013 14:02:17 UTC",34.6278,-116.5435,1.3,7.30,52,"Southern California"
